"MeasureName","State","ReportYear","Value"
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colorado",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Connecticut",2001,35
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Connecticut",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Connecticut",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Connecticut",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Connecticut",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Connecticut",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Delaware",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Delaware",2001,28
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Delaware",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","District of Columbia",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Florida",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Georgia",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Idaho",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Illinois",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,25
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,25
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Indiana",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Iowa",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Iowa",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Iowa",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Iowa",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Iowa",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Iowa",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kansas",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kansas",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kansas",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kansas",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kansas",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kentucky",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Louisiana",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maine",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,31
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,29
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,28
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,30
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,27
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,37
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,26
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maryland",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,26
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,29
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Massachusetts",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Michigan",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Minnesota",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Minnesota",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Minnesota",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Minnesota",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Mississippi",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Missouri",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Missouri",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Missouri",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Missouri",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Missouri",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Nevada",2001,28
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Nevada",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Nevada",2001,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Nevada",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,39
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,25
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,29
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,29
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,30
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,31
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,33
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Jersey",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Mexico",2001,1
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Mexico",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New Mexico",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,25
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,2
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,29
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,28
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,27
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,12
